y	m	p_m1	p_m	STATUS	NOTE	UPm1_num	LOm_num	DEN	gap_lo_num	gap_hi_num	gap_DEN
1201	114838	1511977	1511999	OK		415887924902658943137757162927162113794488	415888321728447473950432807162242165146300	600000000000000000000000000000000000000000	653929701577153004603873839077197261688664396851933202846873233731356600000000000000000000000000000000000000000	38343330824251258210994774382705081208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1213	116105	1530313	1530329	OK		415888284280713821354063660270070915568681	415888676353394332484833672860350952449555	600000000000000000000000000000000000000000	17969600934904028046874289307207239009735539396851933202846873233731356600000000000000000000000000000000000000000	2405525336429627561260483502527661908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1217	117373	1548653	1548719	OK		415887983112771526764582726778055302930640	415888370529850287869704017595455231832405	600000000000000000000000000000000000000000	3036810698350554919175808070848979732391789396851933202846873233731356600000000000000000000000000000000000000000	32522319565888575654609685063791466008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1223	118653	1566883	1566889	OK		415888163265565858920032752052907182850498	415888546190066951307212116386840526164500	600000000000000000000000000000000000000000	11613969715119964494312106180923789058563664396851933202846873233731356600000000000000000000000000000000000000000	14507040132673030652082199875799480208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1229	119941	1585523	1585537	OK		415888040805902926745815381239049432161755	415888419226706967248036511543688536944860	600000000000000000000000000000000000000000	5414586903398325060481874150200173824188664396851933202846873233731356600000000000000000000000000000000000000000	26753006425890452389163585650868354508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1231	121239	1604087	1604093	OK		415888298093064638490364215706264118791531	415888672136330348742417481024958918285070	600000000000000000000000000000000000000000	17763689607572855381257326805539051265594914396851933202846873233731356600000000000000000000000000000000000000000	1024290254715997505716864182205376908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1237	122549	1622987	1623023	OK		415888190051265766969110236803154156399700	415888559731906200157426519960446496666715	600000000000000000000000000000000000000000	12275192334692728869486598659952217525360539396851933202846873233731356600000000000000000000000000000000000000000	11828470141868122903607175178444560008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1249	123868	1641931	1641953	OK		415888161555340653461176750336588759911382	415888526973948849226733427674920527848750	600000000000000000000000000000000000000000	10675682698416816120839844462256027828094914396851933202846873233731356600000000000000000000000000000000000000000	14678062653218916252253831718093391808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1259	125190	1660793	1660837	OK		415888293164516711763009315739648645187938	415888654428251768183179982445831768956140	600000000000000000000000000000000000000000	16899037333131486362772017862700724605438664396851933202846873233731356600000000000000000000000000000000000000000	1517145047388732995713525729565736208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1277	126516	1679501	1679521	OK		415888231389978935315517768203987624720754	415888588634798121336579370306922108092220	600000000000000000000000000000000000000000	13686466354281554692257422664416353511688664396851933202846873233731356600000000000000000000000000000000000000000	7694598825033482150467091831612454608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1279	127838	1698709	1698713	OK		415888125513262419983173566603274552072811	415888478721940976007967012063340340460165	600000000000000000000000000000000000000000	8319627626482306041952560273418694576141789396851933202846873233731356600000000000000000000000000000000000000000	18282270476566716570627163138877248908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1283	129173	1717993	1718011	OK		415888088949423231320661102361096896946591	415888438190593411719960259785225429746045	600000000000000000000000000000000000000000	6340557921194805712251480443793981685516789396851933202846873233731356600000000000000000000000000000000000000000	21938654395432967817051380904389870908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1289	130519	1737611	1737613	OK		415888036726230156688872359267423413126818	415888382027612042918308807489929734391665	600000000000000000000000000000000000000000	3598224846546287574932374208669256099579289396851933202846873233731356600000000000000000000000000000000000000000	27160973702896146691360748252771848208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1291	131874	1756787	1756789	OK		415888049766388950889054418260577633608400	415888391298677819997187781439522053507110	600000000000000000000000000000000000000000	4050913605192717212332256646126064937469914396851933202846873233731356600000000000000000000000000000000000000000	25856957823476128485461432830723690008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1297	133242	1776839	1776847	OK		415887975629927551591739214442327844771975	415888313306816069906966619035786500363415	600000000000000000000000000000000000000000	242717230676593132136761746070220455048039396851933202846873233731356600000000000000000000000000000000000000000	33270603963405860005843257809607332508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1301	134620	1796581	1796591	OK		415888281979517787909410337934126309789044	415888615945436858385219316144426527482575	600000000000000000000000000000000000000000	15019993636364007814612769559894398189423039396851933202846873233731356600000000000000000000000000000000000000000	2635644939774092893494077963105625608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1303	136008	1816403	1816411	OK		415888255117408412653406811619541416274161	415888585439214830968578177116765616851380	600000000000000000000000000000000000000000	13530432013931554633996184554492484371063664396851933202846873233731356600000000000000000000000000000000000000000	5321855877299693246125536452457113908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1307	137409	1836623	1836641	OK		415888147701206675819733472824612582228309	415888474384625444431754670773426717676060	600000000000000000000000000000000000000000	8107844641542061298725513709806189449188664396851933202846873233731356600000000000000000000000000000000000000000	16063476050983060580005029335861699108061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1319	138822	1856963	1856969	OK		415888264306863984492374221780544977778706	415888587414120580851719553412796895666475	600000000000000000000000000000000000000000	13626862958750067396510639206778377681610539396851933202846873233731356600000000000000000000000000000000000000000	4402910320115796505109436096306659408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1321	140237	1877179	1877189	OK		415888259956067957213638432402944653621626	415888579582998151804527926644379440498830	600000000000000000000000000000000000000000	13244483933894247492859837573225270015594914396851933202846873233731356600000000000000000000000000000000000000000	4837989922843670084047196128722367408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1327	141665	1897733	1897741	OK		415888148679500504642440836115507989620938	415888464844960262024132848046763042178785	600000000000000000000000000000000000000000	7642040677557314139412688335026049068329289396851933202846873233731356600000000000000000000000000000000000000000	15965646668100789843675939795122436208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1361	143103	1918439	1918451	OK		415888288902283696220230707077466254473297	415888601654683465498974158237223524140580	600000000000000000000000000000000000000000	14322202943351984125261831913246839839813664396851933202846873233731356600000000000000000000000000000000000000000	1943368348943010856579743968637200308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1367	144519	1939073	1939097	OK		415888078914134156537278336846168589241037	415888388336588242231069423876658346512725	600000000000000000000000000000000000000000	3906280325028355964404382441682979732391789396851933202846873233731356600000000000000000000000000000000000000000	22942183302911306093602873735160426308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1373	145945	1959701	1959707	OK		415888256892567675790406529917565681746121	415888563060862654855935082563985681796765	600000000000000000000000000000000000000000	12437739036582304482894974596726145748016789396851933202846873233731356600000000000000000000000000000000000000000	5144339950985993274295734025909917908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1381	147379	1980877	1980899	OK		415888088396156631769808005329480003177681	415888391289009440286778744443160582185475	600000000000000000000000000000000000000000	4050441516339669896072668683659188228485539396851933202846873233731356600000000000000000000000000000000000000000	21993981055388053126754542593766761908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1399	148821	2001547	2001553	OK		415888264035018164541703183368725880860355	415888563802322701419892931905889094258275	600000000000000000000000000000000000000000	12473943140418435237257372224287742915985539396851933202846873233731356600000000000000000000000000000000000000000	4430094902110863608950618005998494508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1409	150258	2022067	2022077	OK		415888097008696538694144706884881643587185	415888393733374283119327725769891490032270	600000000000000000000000000000000000000000	4169795268431102951801512966268895015594914396851933202846873233731356600000000000000000000000000000000000000000	21132727064695619456599002429725811508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1423	151700	2043047	2043053	OK		415888070485469863486604542384311140418640	415888364163678259473573903908520302265950	600000000000000000000000000000000000000000	2725962454776525128468438201241242671844914396851933202846873233731356600000000000000000000000000000000000000000	23785049732216373473049059480042666008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1427	153143	2064151	2064169	OK		415888144941832775688869840790343042107476	415888435615776244652139909362578070984530	600000000000000000000000000000000000000000	6214834426709072296703499615729454585907414396851933202846873233731356600000000000000000000000000000000000000000	16339413440996146943208456289873782408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1429	154597	2085667	2085673	OK		415888291828808000299647993199193072392379	415888579505803261908516499360045145614565	600000000000000000000000000000000000000000	13240714652161043809886969687732874263641789396851933202846873233731356600000000000000000000000000000000000000000	1650715918535069127967571286845292108061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1433	156063	2106833	2106847	OK		415888169437491676012847571649042381861961	415888454223306836738877737905739770188275	600000000000000000000000000000000000000000	7123405256400807542237833683073387447235539396851933202846873233731356600000000000000000000000000000000000000000	13889847550963749170122586355898333908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1439	157540	2128439	2128447	OK		415888090393371493489861858538086754122196	415888372289109977930919360259867560330990	600000000000000000000000000000000000000000	3122712050404325199579343829076449703094914396851933202846873233731356600000000000000000000000000000000000000000	21794259569216047741433681918672310408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1447	159026	2150023	2150039	OK		415888063251151124831804915233931459528230	415888342315920413013019619375431959445265	600000000000000000000000000000000000000000	1659177403679818376293970997001951412079289396851933202846873233731356600000000000000000000000000000000000000000	24508481606081853435764097448131707008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1451	160519	2171753	2171759	OK		415888122444095652717490229512619170113272	415888398717906936916455604211846458305385	600000000000000000000000000000000000000000	4413180651917290836491061548704105708954289396851933202846873233731356600000000000000000000000000000000000000000	18589187153293284904336228677073202808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1453	162023	2193643	2193649	OK		415888186263890627148378052700943027883552	415888459780818250056805309975935940121030	600000000000000000000000000000000000000000	7394768118379221974467823730433385249969914396851933202846873233731356600000000000000000000000000000000000000000	12207207655850196122017396291296174808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1459	163540	2216117	2216143	OK		415888182998236186768095437272058098740268	415888453738948043223544914027882823036110	600000000000000000000000000000000000000000	7099754924686191681696922699325723140594914396851933202846873233731356600000000000000000000000000000000000000000	12533773099888224383560284784210503208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1471	165066	2238421	2238473	OK		415888138691151627589603610542353232403807	415888406731075301531632298779459768241670	600000000000000000000000000000000000000000	4804448638470766261030495792353338374969914396851933202846873233731356600000000000000000000000000000000000000000	16964481555806073566233255270844149308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1481	166595	2260681	2260691	OK		415888163347379381459388206155683113199824	415888428753014547505917891819503288811405	600000000000000000000000000000000000000000	5879738640715604424753154167381157466766789396851933202846873233731356600000000000000000000000000000000000000000	14498858780419095106671922282764547608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1483	168128	2283067	2283077	OK		415888048454704004025476849900296553147551	415888311257986367004637523916735133450510	600000000000000000000000000000000000000000	142676717839565344289151816045176265594914396851933202846873233731356600000000000000000000000000000000000000000	25988126318162486242297460938769774908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1487	169675	2305889	2305903	OK		415888124069849440823007322042908494191466	415888384271656804902789628358087080305910	600000000000000000000000000000000000000000	3707797344690061052513827204075225093719914396851933202846873233731356600000000000000000000000000000000000000000	18426611774482733195083199744665383408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1489	171233	2328967	2328971	OK		415888132741728856103980301722579644981512	415888390366287915553622841314447092611740	600000000000000000000000000000000000000000	4005386754389808767990211970301095699188664396851933202846873233731356600000000000000000000000000000000000000000	17559423832954635897115232629586378808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1493	172805	2352433	2352473	OK		415888259881292579691377591318042499157243	415888514932094722858902012943618302866350	600000000000000000000000000000000000000000	10087701539902761852542417595801809078094914396851933202846873233731356600000000000000000000000000000000000000000	4845467460595896168155686344168805708061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1499	174388	2375719	2375743	OK		415888290714474883727931928458157311951858	415888543267097133382793539780179537635435	600000000000000000000000000000000000000000	11471246579479123743501234062343268306610539396851933202846873233731356600000000000000000000000000000000000000000	1762149230192240734441674862889344208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1511	175980	2398681	2398699	OK		415888269681074704376187759462896064757274	415888519816720424494002531319185676352415	600000000000000000000000000000000000000000	10326208654240413245041224596460308345673039396851933202846873233731356600000000000000000000000000000000000000000	3865489248127415151341200987608802608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1523	177575	2422327	2422351	OK		415888285800931868416911060224225213707829	415888533494235626280705297507709236389740	600000000000000000000000000000000000000000	10994056076202654591046523598415255855438664396851933202846873233731356600000000000000000000000000000000000000000	2253503531723342821265068072713747108061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1531	179172	2446009	2446013	OK		415888073568470231094788384354883896665784	415888318865662384819831955684718822238260	600000000000000000000000000000000000000000	514145273396947884902822894599265621063664396851933202846873233731356600000000000000000000000000000000000000000	23476749695455555088852002204417951608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1543	180777	2469653	2469659	OK		415888106654014644889018610437030852777324	415888349602583542605621846111386811049295	600000000000000000000000000000000000000000	2014971501804457156896312542490429439423039396851933202846873233731356600000000000000000000000000000000000000000	20168195254076132066243787508806797608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1549	182385	2493563	2493587	OK		415888154495664606809928106623466322007546	415888395112943477369381507163176339860740	600000000000000000000000000000000000000000	4237157045494093859096106953076925777313664396851933202846873233731356600000000000000000000000000000000000000000	15384030257884041116625143961883775408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1553	184002	2517283	2517289	OK		415888174072143491060322698954573788612680	415888412423845441706944515760412223985310	600000000000000000000000000000000000000000	5082415930471513927875268861481445796844914396851933202846873233731356600000000000000000000000000000000000000000	13426382369459001657392033215223262008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1559	185630	2541233	2541251	OK		415888149576443899443681936706840143918353	415888385680676163537232331031388152209790	600000000000000000000000000000000000000000	3776597118060883450105296982976781734344914396851933202846873233731356600000000000000000000000000000000000000000	15875952328620665733616806579692694708061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1567	187268	2565593	2565611	OK		415888294683436349327096804066180357142485	415888528545902343452385663326923538047055	600000000000000000000000000000000000000000	10752438240127053046408789921738366939423039396851933202846873233731356600000000000000000000000000000000000000000	1365253083632324246880872558370281508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1571	188912	2589319	2589341	OK		415888213700110196777219999236073160236131	415888445419344622603193198342741631333325	600000000000000000000000000000000000000000	6693524288913713570579484164574610591766789396851933202846873233731356600000000000000000000000000000000000000000	9463585698887311927363883278060916908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1579	190568	2614123	2614133	OK		415888302146742339928539047639148742297342	415888531668389901657081889648988193864725	600000000000000000000000000000000000000000	10904903452930016729334671985010714107391789396851933202846873233731356600000000000000000000000000000000000000000	618922484572180022523575719854795808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1583	192230	2638687	2638693	OK		415888117136498128450531844189121352632068	415888344521840816721352806183690469574275	600000000000000000000000000000000000000000	1766888360892139332681092994566844478485539396851933202846873233731356600000000000000000000000000000000000000000	19119946905719980742868578458821323208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1597	193904	2663159	2663189	OK		415888096111087288076990253336114814644208	415888321404940268634060108384393788961930	600000000000000000000000000000000000000000	638133451317564493921361711333819820282414396851933202846873233731356600000000000000000000000000000000000000000	21222487989757334901953879112620109208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1601	195579	2688167	2688173	OK		415888103043949349188623591062514516145555	415888326243910807930455802748970378571320	600000000000000000000000000000000000000000	874411309681646314935257052623340816376164396851933202846873233731356600000000000000000000000000000000000000000	20529201783646171568181239142469974508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1607	197266	2712823	2712851	OK		415888269732530204268775704568935119841111	415888490902107521837990456253700845479945	600000000000000000000000000000000000000000	8914362321102912655438417719952863521454289396851933202846873233731356600000000000000000000000000000000000000000	3860343698138156356830597082100418908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1609	198961	2738387	2738389	OK		415888155758048050897174609734879698992435	415888374865014950061684878623887139977820	600000000000000000000000000000000000000000	3248488660371647734655711972613892574188664396851933202846873233731356600000000000000000000000000000000000000000	15257791913475316466314002624185286508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1613	200671	2763643	2763659	OK		415888303729162971478623002006037001669288	415888520832686595284281185485068506532445	600000000000000000000000000000000000000000	10375816377423532319951668094027692623016789396851933202846873233731356600000000000000000000000000000000000000000	460680421417171627086886893917601208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1619	202391	2789407	2789441	OK		415888118144508747174871157793412054849295	415888333241406658819464093006732637350810	600000000000000000000000000000000000000000	1216085911775836172857999350415308101532414396851933202846873233731356600000000000000000000000000000000000000000	19019145843847546811508149388599600508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1621	204122	2814557	2814563	OK		415888261813177909342859606942727358050447	415888474990180898506219889098646488375155	600000000000000000000000000000000000000000	8137412778948041045714049831422356197235539396851933202846873233731356600000000000000000000000000000000000000000	4652278927630747966593217858279485308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1627	205865	2840039	2840041	OK		415888102562599880233791518692863424963317	415888313827192231093884185059412624674815	600000000000000000000000000000000000000000	268126222922048091415259115421363033173039396851933202846873233731356600000000000000000000000000000000000000000	20577336730541654775418204251588198308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1637	207619	2866277	2866289	OK		415888270179413863508577624291595820100396	415888479509353438244910177581427905184350	600000000000000000000000000000000000000000	8358075500614969282456373142789992671844914396851933202846873233731356600000000000000000000000000000000000000000	3815655332214176164858331012074490408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1657	209377	2892931	2892937	OK		415888141279801099827612964468717071817345	415888348681518532795338800928282366721735	600000000000000000000000000000000000000000	1969997624372314430080731270794747798798039396851933202846873233731356600000000000000000000000000000000000000000	16705616608582272630840618886902795508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1663	211131	2919061	2919071	OK		415888288028713046005766919372285940390296	415888493573594041280265855241371350812415	600000000000000000000000000000000000000000	9044805998810055008904612568846050533173039396851933202846873233731356600000000000000000000000000000000000000000	2030725413964457235350262000045500408061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1667	212893	2945461	2945473	OK		415888141777546465593633902347116024070352	415888345480007973544469912828868195629320	600000000000000000000000000000000000000000	1813673866596393097654002063221875972626164396851933202846873233731356600000000000000000000000000000000000000000	16655842072005670537052778991677494808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1669	214668	2972033	2972041	OK		415888252466457794705817052017580891546924	415888454347959264393985545590223348662080	600000000000000000000000000000000000000000	7129491800719904603159927607803553707001164396851933202846873233731356600000000000000000000000000000000000000000	5586950939094452222085732504929837608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1693	216456	2998423	2998483	OK		415888207793007850357544335012625122779910	415888407894225244108031014670266829191255	600000000000000000000000000000000000000000	4861243069260629479579851605876267330048039396851933202846873233731356600000000000000000000000000000000000000000	10054295933529279493786228081806539008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1697	218235	3025291	3025301	OK		415888305896081891400923983195475140787127	415888504223487250759177287753293084963580	600000000000000000000000000000000000000000	9564820315679142481195233747271400386688664396851933202846873233731356600000000000000000000000000000000000000000	243988529424941528967943080005817308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1699	220025	3052403	3052417	OK		415888266866291364212117626802879790119714	415888463431864447341662263538944853860470	600000000000000000000000000000000000000000	7573041858481021630403517525049568843719914396851933202846873233731356600000000000000000000000000000000000000000	4146967582143822164607202615072558608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1709	221829	3079049	3079081	OK		415888258116466385620012694101079035899310	415888452979835051993849946996197760772750	600000000000000000000000000000000000000000	7062688860661304232134828702144895015594914396851933202846873233731356600000000000000000000000000000000000000000	5021950080003032657877382690494599008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1721	223638	3106073	3106079	OK		415888240456843976355693818995466024761854	415888433626462399884884894271046548531440	600000000000000000000000000000000000000000	6117699961632546172919733428109674800751164396851933202846873233731356600000000000000000000000000000000000000000	6787912320929464545387943991608344608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1723	225450	3133153	3133171	OK		415888207193366331017288843071324858046705	415888398692679455415940653642410062607775	600000000000000000000000000000000000000000	4411948841297148504920288287195433345673039396851933202846873233731356600000000000000000000000000000000000000000	10114260085463305042980358108279859508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1733	227276	3160427	3160519	OK		415888226691969317563733671401918355267039	415888416534236864773879214403280152144385	600000000000000000000000000000000000000000	5283118636675954098707440147036088130829289396851933202846873233731356600000000000000000000000000000000000000000	8164399786808660560147298758557826108061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1741	229107	3187787	3187813	OK		415888205001547958985021469287754240219421	415888393218389030384544241615788680208905	600000000000000000000000000000000000000000	4144649504137412351989300915007988521454289396851933202846873233731356600000000000000000000000000000000000000000	10333441922666531780358715170062587908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1747	230945	3214703	3214711	OK		415888160905744850799298078321495629342602	415888347547745332942866999199381864587155	600000000000000000000000000000000000000000	1914637604848267955386937300963957759735539396851933202846873233731356600000000000000000000000000000000000000000	14743022233485104119455341031150269808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1753	232793	3242159	3242191	OK		415888252824053131821219338674971126011857	415888437884122459560927340006659682947110	600000000000000000000000000000000000000000	6325593519233915432965417663188564937469914396851933202846873233731356600000000000000000000000000000000000000000	5551191405382911993419993481483344308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1759	234650	3270101	3270121	OK		415888247395907116751306024590153242000554	415888430875384009527803483138905469874075	600000000000000000000000000000000000000000	5983369962103391807141796852003358150360539396851933202846873233731356600000000000000000000000000000000000000000	6094006006889903324828475269884474608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1777	236516	3298049	3298091	OK		415888148385480790073542939463967970373153	415888330308929746048127506142450050473175	600000000000000000000000000000000000000000	1072898562519423253577516802227923580048039396851933202846873233731356600000000000000000000000000000000000000000	15995048639557679633341093797047214708061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1783	238380	3326173	3326177	OK		415888238511414897797163267497694685754302	415888418898715072848054434326754699401065	600000000000000000000000000000000000000000	5398571674179575935617766052663855708954289396851933202846873233731356600000000000000000000000000000000000000000	6982455228785317600537721125509099808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1787	240253	3354649	3354667	OK		415888236893441274803167010563718464244341	415888415748775702924688008458542333443735	600000000000000000000000000000000000000000	5244766040882536559354669745732345455048039396851933202846873233731356600000000000000000000000000000000000000000	7144252591084717226231118747660095908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1789	242138	3383203	3383207	OK		415888265708936139044122610403282863092481	415888443055485563101468234536053068270800	600000000000000000000000000000000000000000	6578101483273980906331110699581323238251164396851933202846873233731356600000000000000000000000000000000000000000	4262703104660621666247162307775281908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1801	244036	3411313	3411329	OK		415888175345916764275965928379635593648598	415888351230472818074179797356748463134665	600000000000000000000000000000000000000000	2094458282833195338109464966908660396454289396851933202846873233731356600000000000000000000000000000000000000000	13299005042137437334449527034719670208061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1811	245938	3439651	3439663	OK		415888248574834205138464819237817180327117	415888423010552473383804078318690484619375	600000000000000000000000000000000000000000	5599344984752610586203309792176468501923039396851933202846873233731356600000000000000000000000000000000000000000	5976113298051187445363708876051818308061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1823	247845	3468679	3468701	OK		415888282518362580320005158379860754766481	415888455493803613364486471106595484317805	600000000000000000000000000000000000000000	7185441231821979843663656715989868404266789396851933202846873233731356600000000000000000000000000000000000000000	2581760460533033411449504518607881908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1831	249755	3498373	3498377	OK		415888209743943832483598112706556243997043	415888381252070190431306711861674073957520	600000000000000000000000000000000000000000	3560356592030320675731775787749620113251164396851933202846873233731356600000000000000000000000000000000000000000	9859202335316674116016834969684825708061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1847	251673	3527833	3527851	OK		415888192293905731186467648609813861454631	415888362369139593923336737451072616532440	600000000000000000000000000000000000000000	2638338496497704954325008138461286128876164396851933202846873233731356600000000000000000000000000000000000000000	11604206145446387162426509207939066908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1861	253591	3556939	3556951	OK		415888289785614715885636642375363991274221	415888458469434980028555865766863636336095	600000000000000000000000000000000000000000	7330735732147373857074802621850136470673039396851933202846873233731356600000000000000000000000000000000000000000	1855035246976470263049954194957107908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1867	255509	3586057	3586073	OK		415888190169339976752052888882112864536869	415888357483302212654386130256014107636435	600000000000000000000000000000000000000000	2399772218115431975458061922206598384735539396851933202846873233731356600000000000000000000000000000000000000000	11816662720889828638399279307630843108061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1871	257437	3614363	3614407	OK		415888202274161018390436558049150489040420	415888368276518210426194720767368188127935	600000000000000000000000000000000000000000	2926784718006633566791624133168097408173039396851933202846873233731356600000000000000000000000000000000000000000	10606180616725990271482575545180488008061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1873	259376	3643621	3643631	OK		415888192444372732056340278577490198062724	415888357115296103688034492160398937756525	600000000000000000000000000000000000000000	2381803169826059336879174462739805904266789396851933202846873233731356600000000000000000000000000000000000000000	11589159445359399899429741574278257608061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1877	261329	3673457	3673463	OK		415888200958063957162022867504362069708472	415888364291703233425572811448520810934590	600000000000000000000000000000000000000000	2732213674207775075125664788578578609344914396851933202846873233731356600000000000000000000000000000000000000000	10737790322848831640537054387113682808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1879	263294	3702697	3702757	OK		415888297633439148079731334692212312941531	415888459674880134002373558895802284364350	600000000000000000000000000000000000000000	7389595358806251674122114079273391109344914396851933202846873233731356600000000000000000000000000000000000000000	1070252803757060793818269362790376908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1889	265272	3732167	3732173	OK		415888285873263747909747193206738283474075	415888446637536806099189907356872599807230	600000000000000000000000000000000000000000	6753006329123479034886814778269625484344914396851933202846873233731356600000000000000000000000000000000000000000	2246270343774059207966816765737122508061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1901	267255	3762821	3762833	OK		415888234515513755606756984046846340522132	415888393969860687066450161909850354767930	600000000000000000000000000000000000000000	4181342456123833539503659395211065914032414396851933202846873233731356600000000000000000000000000000000000000000	7382045343004358228882805960032316808061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1907	269242	3793019	3793021	OK		415888253833995123113093667327640733360263	415888412019272241844402314645186051362470	600000000000000000000000000000000000000000	5062661379696975734461439458521346187469914396851933202846873233731356600000000000000000000000000000000000000000	5450197206253724560554726520748503708061615315247240800569603617318181682600000000000000000000000000000000000000000	-
1913	271238	3822823	3822851	OK		415888181942112668693671375976426527523321	415888338893057760370624050230383118038535	600000000000000000000000000000000000000000	1492045438218763905144310409042638423798039396851933202846873233731356600000000000000000000000000000000000000000	12639385451695666789689847941332197908061615315247240800569603617318181682600000000000000000000000000000000000000000	-
