[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
8837	4643565	79549381	79549391	OK	1.224860e-08
8839	4652575	79713209	79713211	OK	4.306468e-09
8849	4661602	79877813	79877821	OK	2.067616e-09
8861	4670638	80043583	80043619	OK	7.031532e-09
8863	4679680	80208221	80208223	OK	6.880089e-09
8867	4688738	80372683	80372687	OK	3.836457e-10
8887	4697811	80536873	80536889	OK	8.122149e-10
8893	4706883	80702543	80702551	OK	1.102682e-08
8923	4715966	80866561	80866573	OK	3.509281e-09
8929	4725038	81030133	81030149	OK	1.021110e-08
8933	4734121	81194651	81194653	OK	2.030117e-09
8941	4743219	81361213	81361253	OK	5.482429e-10
8951	4752328	81526591	81526603	OK	6.790202e-09
8963	4761445	81692323	81692357	OK	8.019253e-09
8969	4770568	81859439	81859457	OK	4.737121e-09
8971	4779704	82024871	82024879	OK	8.361806e-09
8999	4788856	82191721	82191737	OK	6.639654e-09
9001	4797998	82359703	82359707	OK	2.353238e-09
9007	4807157	82527509	82527527	OK	3.732961e-09
9011	4816329	82693769	82693777	OK	1.188541e-08
9013	4825514	82859923	82859927	OK	2.893248e-09
9029	4834716	83027381	83027387	OK	4.824524e-10
9041	4843921	83197249	83197253	OK	5.902892e-09
9043	4853132	83366029	83366047	OK	5.201898e-09
9049	4862360	83534371	83534387	OK	9.389791e-09
9059	4871600	83703827	83703833	OK	7.281448e-09
9067	4880848	83871259	83871269	OK	3.402986e-10
9091	4890107	84038239	84038249	OK	2.142427e-09
9103	4899360	84209603	84209617	OK	1.300167e-09
9109	4908620	84378377	84378391	OK	6.733034e-09
9127	4917892	84547277	84547291	OK	7.070868e-09
9133	4927164	84717793	84717799	OK	3.628627e-09
9137	4936449	84887471	84887479	OK	6.366876e-09
9151	4945748	85058873	85058879	OK	1.879266e-09
9157	4955052	85229009	85229021	OK	4.429639e-09
9161	4964368	85398349	85398409	OK	1.308536e-09
9173	4973699	85567609	85567631	OK	5.379193e-09
9181	4983036	85738801	85738813	OK	4.533663e-09
9187	4992384	85908983	85908989	OK	1.009805e-08
9199	5001744	86080147	86080151	OK	9.990215e-09
9203	5011110	86251903	86251933	OK	5.346579e-09
9209	5020491	86423521	86423537	OK	5.255265e-09
9221	5029884	86594737	86594741	OK	1.391537e-10
9227	5039284	86766343	86766377	OK	1.884641e-09
9239	5048697	86938351	86938361	OK	9.182812e-09
9241	5058115	87110761	87110767	OK	2.432433e-10
9257	5067551	87283159	87283177	OK	6.920997e-09
9277	5076989	87457379	87457421	OK	9.385067e-09
9281	5086425	87629239	87629257	OK	8.151684e-09
9283	5095875	87803173	87803179	OK	4.029316e-10
9293	5105343	87976177	87976193	OK	8.403607e-09
9311	5114818	88148821	88148831	OK	1.188332e-09
9319	5124294	88320079	88320091	OK	2.952093e-09
9323	5133781	88494521	88494551	OK	1.124784e-08
9337	5143282	88669591	88669597	OK	1.093642e-08
9341	5152787	88843121	88843123	OK	6.222341e-09
9343	5162307	89016883	89016929	OK	7.766260e-09
9349	5171843	89190833	89190841	OK	1.969643e-09
9371	5181392	89365853	89365909	OK	2.147437e-09
9377	5190938	89541541	89541563	OK	9.697874e-09
9391	5200496	89718691	89718709	OK	9.702353e-09
9397	5210058	89894407	89894417	OK	3.066785e-09
9403	5219633	90069829	90069841	OK	1.245864e-09
9413	5229221	90244339	90244361	OK	5.599294e-09
9419	5238817	90419237	90419249	OK	5.691265e-09
9421	5248425	90595697	90595717	OK	6.134926e-11
9431	5258051	90771859	90771893	OK	8.375049e-09
9433	5267684	90947429	90947447	OK	4.192341e-10
9437	5277335	91125719	91125737	OK	7.107073e-09
9439	5287000	91300981	91300987	OK	6.701240e-09
9461	5296682	91479649	91479679	OK	9.904305e-09
9463	5306360	91656427	91656463	OK	9.866936e-09
9467	5316054	91835027	91835047	OK	2.754552e-09
9473	5325764	92013017	92013073	OK	8.438735e-09
9479	5335486	92191279	92191301	OK	7.300428e-09
9491	5345221	92370821	92370841	OK	9.357354e-09
9497	5354962	92549257	92549267	OK	5.334393e-09
9511	5364716	92727451	92727473	OK	4.971890e-09
9521	5374474	92906113	92906129	OK	5.234254e-10
9533	5384242	93087691	93087703	OK	1.046586e-08
9539	5394015	93266837	93266843	OK	3.125926e-09
9547	5403802	93446429	93446459	OK	1.022947e-08
9551	5413598	93626359	93626381	OK	2.036985e-10
9587	5423410	93807787	93807793	OK	2.564068e-09
9601	5433204	93986621	93986681	OK	5.882860e-09
9613	5443002	94165163	94165171	OK	5.485666e-09
9619	5452807	94346387	94346401	OK	1.036182e-08
9623	5462624	94526269	94526281	OK	8.285879e-09
9629	5472456	94706999	94707023	OK	9.846065e-09
9631	5482300	94886087	94886111	OK	5.086411e-09
9643	5492161	95066617	95066627	OK	5.213130e-09
9649	5502029	95247913	95247941	OK	9.895344e-09
9661	5511909	95429297	95429329	OK	7.483804e-09
9677	5521795	95610611	95610623	OK	8.254412e-10
9679	5531685	95793673	95793679	OK	9.547028e-09
9689	5541590	95973809	95973811	OK	1.740218e-10
9697	5551505	96157277	96157283	OK	5.980574e-09
9719	5561430	96340423	96340429	OK	4.291785e-09
9721	5571352	96523891	96523897	OK	9.700458e-09
9733	5581290	96704297	96704303	OK	7.549330e-09
9739	5591234	96887761	96887773	OK	7.924031e-10
[1200/3244] y=9739 m=5591234 p_m=96887773 (prime_max=949999993)
9743	5601192	97070359	97070417	OK	7.729948e-09
9749	5611164	97255211	97255217	OK	6.646270e-09
9767	5621149	97439033	97439047	OK	8.036159e-09
9769	5631134	97620113	97620143	OK	6.946700e-09
9781	5641136	97804547	97804561	OK	8.914010e-09
9787	5651144	97987573	97987601	OK	5.868929e-09
9791	5661165	98174441	98174443	OK	4.806529e-09
9803	5671201	98358769	98358797	OK	5.676421e-09
9811	5681243	98542163	98542181	OK	1.341220e-09
9817	5691296	98728013	98728031	OK	1.189748e-09
9829	5701362	98915227	98915239	OK	2.211602e-09
9833	5711435	99100481	99100499	OK	6.424380e-09
9839	5721522	99288179	99288181	OK	2.532862e-09
9851	5731622	99473839	99473861	OK	1.291778e-11
9857	5741729	99658463	99658469	OK	2.410781e-09
9859	5751849	99846167	99846169	OK	7.582374e-09
9871	5761985	100032209	100032227	OK	4.035904e-09
9883	5772128	100218127	100218137	OK	4.970196e-09
9887	5782277	100406107	100406153	OK	4.692035e-10
9901	5792442	100594003	100594099	OK	6.655478e-09
9907	5802611	100782133	100782139	OK	6.501325e-09
9923	5812793	100969751	100969777	OK	7.745526e-09
9929	5822977	101156227	101156233	OK	5.443615e-09
9931	5833174	101344261	101344273	OK	5.803929e-09
9941	5843388	101532433	101532437	OK	7.593979e-09
9949	5853610	101721889	101721899	OK	2.477783e-09
9967	5863844	101910101	101910103	OK	9.027383e-09
9973	5874077	102097703	102097711	OK	2.512324e-09
10007	5884324	102286003	102286013	OK	8.531978e-09
10009	5894554	102474143	102474149	OK	5.689450e-09
10037	5904801	102662591	102662653	OK	4.826390e-09
10039	5915038	102851341	102851363	OK	1.334863e-09
10061	5925293	103041283	103041329	OK	9.508905e-09
10067	5935543	103231091	103231151	OK	4.135383e-09
10069	5945806	103419509	103419541	OK	1.217917e-09
10079	5956086	103610099	103610107	OK	1.013880e-09
10091	5966375	103799921	103799953	OK	3.538517e-09
10093	5976670	103990123	103990129	OK	1.308653e-11
10099	5986983	104178709	104178721	OK	9.560537e-09
10103	5997307	104368357	104368373	OK	3.751611e-09
10111	6007647	104559457	104559461	OK	9.468479e-09
10133	6017997	104751349	104751371	OK	8.087434e-09
10139	6028343	104942689	104942701	OK	2.452950e-09
10141	6038703	105133543	105133579	OK	8.760622e-09
10151	6049079	105325811	105325813	OK	7.439242e-09
10159	6059464	105517499	105517519	OK	9.054007e-09
10163	6069859	105710687	105710701	OK	3.168323e-09
10169	6080270	105902201	105902207	OK	8.434762e-09
10177	6090693	106095637	106095667	OK	5.937088e-09
10181	6101127	106289459	106289473	OK	5.418179e-09
10193	6111576	106481983	106481987	OK	6.237723e-09
10211	6122031	106674353	106674361	OK	1.297086e-09
10223	6132487	106868471	106868491	OK	7.048385e-10
10243	6142950	107062399	107062409	OK	3.158583e-09
10247	6153411	107254109	107254117	OK	1.827093e-09
10253	6163887	107447303	107447309	OK	3.492603e-09
10259	6174376	107641561	107641577	OK	7.083795e-09
10267	6184877	107835041	107835047	OK	4.110954e-09
10271	6195389	108031921	108031927	OK	2.853780e-09
10273	6205916	108226003	108226031	OK	2.305169e-09
10289	6216460	108418033	108418043	OK	3.704890e-09
10301	6227006	108612481	108612523	OK	1.727179e-09
10303	6237559	108807493	108807499	OK	2.817291e-09
10313	6248129	109003859	109003861	OK	4.507204e-09
10321	6258708	109199689	109199719	OK	8.192221e-09
10331	6269297	109395851	109395893	OK	4.975753e-09
10333	6279895	109591123	109591147	OK	4.919166e-09
10337	6290510	109786967	109786987	OK	5.395191e-09
10343	6301140	109983287	109983317	OK	7.186078e-09
10357	6311782	110180209	110180219	OK	2.152683e-09
10369	6322430	110380157	110380163	OK	7.899919e-09
10391	6333084	110578021	110578031	OK	6.141655e-09
10399	6343734	110774269	110774281	OK	3.835711e-10
10427	6354396	110971411	110971451	OK	5.597269e-09
10429	6365048	111168689	111168703	OK	8.560838e-09
10433	6375716	111367073	111367079	OK	2.891523e-09
10453	6386400	111566963	111566977	OK	6.747926e-09
10457	6397082	111764837	111764839	OK	4.979628e-09
10459	6407779	111962537	111962549	OK	5.153798e-09
10463	6418493	112160149	112160159	OK	6.325750e-09
10477	6429221	112358063	112358111	OK	4.786772e-10
10487	6439955	112558883	112558891	OK	6.001314e-09
10499	6450697	112757189	112757213	OK	4.461721e-09
10501	6461446	112957003	112957007	OK	6.277468e-09
10513	6472212	113154269	113154289	OK	8.509148e-09
10529	6482984	113354743	113354749	OK	5.207869e-09
10531	6493759	113555447	113555459	OK	4.891897e-09
10559	6504551	113757173	113757181	OK	4.082252e-09
10567	6515334	113958379	113958391	OK	8.159263e-09
10589	6526127	114159299	114159313	OK	4.759862e-09
10597	6536917	114357823	114357847	OK	6.288882e-09
10601	6547717	114561149	114561191	OK	8.581936e-10
10607	6558533	114761593	114761609	OK	4.653889e-09
10613	6569361	114962567	114962593	OK	1.124791e-09
10627	6580203	115163519	115163527	OK	7.943661e-09
10631	6591048	115365377	115365389	OK	2.234134e-10
10639	6601909	115568137	115568149	OK	1.622636e-09
10651	6612781	115768531	115768547	OK	5.043080e-09
10657	6623659	115970713	115970717	OK	2.208797e-09
10663	6634550	116171021	116171039	OK	2.206646e-09
10667	6645454	116373967	116373977	OK	3.608460e-09
10687	6656373	116576881	116576891	OK	6.044606e-09
10691	6667290	116779379	116779391	OK	4.004796e-09
10709	6678222	116983219	116983241	OK	1.902277e-09
10711	6689155	117186757	117186779	OK	3.622958e-09
10723	6700105	117389911	117389933	OK	5.728395e-09
10729	6711061	117593417	117593419	OK	1.022074e-09
10733	6722031	117797887	117797909	OK	6.048576e-09
10739	6733015	118001789	118001791	OK	3.689772e-09
10753	6744012	118205411	118205413	OK	2.288080e-09
10771	6755014	118410781	118410791	OK	3.302429e-09
10781	6766017	118615097	118615099	OK	7.800763e-09
10789	6777028	118820521	118820539	OK	5.653185e-09
10799	6788050	119026927	119026997	OK	3.901595e-09
10831	6799081	119234113	119234131	OK	2.631238e-09
10837	6810099	119438353	119438359	OK	6.402018e-09
10847	6821129	119643761	119643803	OK	3.587909e-09
10853	6832168	119849291	119849293	OK	2.475703e-09
10859	6843220	120052979	120052991	OK	3.687863e-09
10861	6854285	120257887	120257899	OK	7.341552e-09
10867	6865366	120465547	120465563	OK	2.545600e-09
10883	6876461	120673117	120673121	OK	6.413862e-09
10889	6887558	120881533	120881567	OK	3.802639e-09
10891	6898668	121086289	121086307	OK	2.223462e-09
10903	6909795	121293643	121293649	OK	2.032867e-09
10909	6920929	121501043	121501049	OK	3.298178e-09
10937	6932076	121709381	121709431	OK	5.366447e-09
10939	6943213	121916677	121916689	OK	3.724329e-09
10949	6954367	122123413	122123429	OK	3.039685e-09
10957	6965530	122332339	122332349	OK	3.913356e-09
10973	6976704	122542513	122542523	OK	5.056117e-09
10979	6987880	122749279	122749283	OK	1.881985e-10
10987	6999070	122957669	122957677	OK	5.640041e-09
10993	7010270	123166789	123166793	OK	3.728985e-09
11003	7021483	123374857	123374861	OK	3.229683e-09
11027	7032705	123584323	123584327	OK	4.597447e-09
11047	7043921	123791779	123791803	OK	1.824373e-09
11057	7055136	123999829	123999899	OK	2.863496e-09
11059	7066360	124209677	124209689	OK	5.922629e-09
11069	7077600	124418243	124418267	OK	2.489503e-09
11071	7088849	124628369	124628381	OK	5.832784e-10
11083	7100116	124838801	124838827	OK	7.139255e-09
11087	7111389	125048621	125048629	OK	7.617711e-09
11093	7122676	125258423	125258447	OK	7.872717e-10
11113	7133977	125469581	125469587	OK	3.405091e-09
11117	7145276	125681509	125681519	OK	4.725350e-10
11119	7156591	125890981	125890987	OK	6.487999e-09
11131	7167922	126101743	126101749	OK	5.612542e-09
11149	7179260	126312541	126312553	OK	6.833703e-09
11159	7190598	126524413	126524429	OK	2.993649e-09
11161	7201945	126735779	126735839	OK	8.282922e-10
11171	7213310	126948733	126948743	OK	6.626759e-09
11173	7224683	127159687	127159699	OK	6.294150e-09
11177	7236073	127373419	127373437	OK	5.966222e-09
11197	7247478	127586093	127586099	OK	5.698047e-09
11213	7258881	127799131	127799141	OK	5.248568e-11
11239	7270288	128010991	128011063	OK	4.552308e-09
11243	7281687	128223971	128223983	OK	5.508131e-09
11251	7293101	128438131	128438147	OK	6.713263e-09
11257	7304525	128650909	128650927	OK	1.283837e-09
11261	7315963	128862103	128862119	OK	5.821185e-09
11273	7327415	129076333	129076351	OK	3.977686e-09
11279	7338874	129290731	129290737	OK	3.334670e-09
11287	7350346	129503483	129503557	OK	4.104771e-09
11299	7361829	129718307	129718319	OK	6.164063e-09
11311	7373318	129934033	129934039	OK	2.292271e-09
11317	7384815	130150607	130150609	OK	6.327855e-09
11321	7396324	130365623	130365659	OK	2.691164e-09
11329	7407849	130581901	130581923	OK	6.989527e-09
11351	7419384	130796093	130796117	OK	4.672204e-09
11353	7430916	131011051	131011057	OK	5.758723e-09
11369	7442464	131226419	131226449	OK	1.029147e-10
11383	7454016	131442049	131442061	OK	4.014960e-09
11393	7465572	131658721	131658743	OK	1.961910e-09
11399	7477137	131875087	131875099	OK	1.753953e-09
11411	7488715	132092813	132092893	OK	1.579045e-09
11423	7500300	132308357	132308359	OK	2.662084e-09
11437	7511892	132525451	132525457	OK	5.142202e-09
11443	7523488	132742957	132742969	OK	1.781412e-09
11447	7535098	132960251	132960259	OK	6.427246e-09
11467	7546722	133176679	133176697	OK	4.351791e-09
11471	7558345	133395533	133395539	OK	4.062436e-09
11483	7569983	133613867	133613881	OK	4.557750e-09
11489	7581628	133832311	133832317	OK	5.695508e-09
11491	7593286	134052179	134052187	OK	7.127910e-09
11497	7604960	134268997	134269001	OK	1.387073e-09
11503	7616648	134487077	134487079	OK	4.194973e-09
11519	7628349	134707567	134707571	OK	7.323278e-09
11527	7640052	134924663	134924689	OK	5.115290e-09
11549	7651766	135142471	135142481	OK	4.588618e-09
11551	7663477	135363311	135363323	OK	6.404402e-09
11579	7675204	135583543	135583561	OK	7.622877e-10
11587	7686923	135804839	135804847	OK	4.458480e-09
11593	7698652	136024547	136024561	OK	1.386393e-09
11597	7710395	136245149	136245163	OK	6.114257e-09
11617	7722152	136463851	136463857	OK	3.950840e-09
11621	7733908	136682671	136682687	OK	5.270063e-09
11633	7745678	136903849	136903853	OK	2.717827e-10
11657	7757456	137124697	137124769	OK	3.464616e-09
11677	7769228	137346439	137346457	OK	1.148580e-09
[1400/3244] y=11677 m=7769228 p_m=137346457 (prime_max=949999993)
11681	7780999	137564507	137564519	OK	1.410488e-09
11689	7792785	137786057	137786083	OK	3.129989e-09
11699	7804582	138009577	138009581	OK	5.146844e-09
11701	7816387	138231601	138231619	OK	2.725044e-10
11717	7828210	138452863	138452903	OK	2.725906e-09
11719	7840036	138675479	138675517	OK	6.857667e-09
11731	7851878	138895973	138895979	OK	4.312141e-09
11743	7863727	139118911	139118923	OK	3.547382e-09
11777	7875583	139341913	139341919	OK	3.644491e-09
11779	7887424	139562963	139562971	OK	6.747108e-09
11783	7899281	139784773	139784789	OK	3.925609e-09
11789	7911153	140006969	140006981	OK	2.477128e-09
11801	7923038	140230063	140230121	OK	2.443334e-09
11807	7934930	140454317	140454341	OK	3.180563e-09
11813	7946835	140677769	140677777	OK	4.373702e-09
11821	7958753	140904223	140904229	OK	6.288208e-09
11827	7970681	141127837	141127843	OK	8.388757e-10
11831	7982623	141351367	141351373	OK	3.155903e-09
11833	7994580	141576311	141576359	OK	6.520981e-09
11839	8006553	141800261	141800273	OK	3.058599e-09
11863	8018539	142024453	142024457	OK	1.188166e-10
11867	8030520	142248133	142248137	OK	1.630244e-10
11887	8042516	142472093	142472107	OK	1.455692e-09
11897	8054511	142698769	142698781	OK	4.280570e-09
11903	8066514	142923373	142923419	OK	1.284371e-09
11909	8078531	143147941	143147951	OK	6.620123e-09
11923	8090560	143372653	143372687	OK	5.753986e-09
11927	8102594	143597939	143597957	OK	6.809593e-09
11933	8114642	143824117	143824151	OK	1.480107e-09
11939	8126704	144051197	144051199	OK	3.854047e-09
11941	8138779	144277313	144277333	OK	6.861542e-09
11953	8150870	144504067	144504077	OK	3.559726e-09
11959	8162968	144731339	144731351	OK	1.043111e-09
11969	8175080	144960691	144960701	OK	5.111474e-09
11971	8187200	145189703	145189717	OK	2.509077e-09
11981	8199338	145417747	145417757	OK	6.017052e-09
11987	8211484	145646617	145646621	OK	3.087675e-09
12007	8223643	145874777	145874789	OK	5.991910e-10
12011	8235802	146101547	146101577	OK	6.631925e-09
12037	8247975	146330047	146330057	OK	6.627743e-09
12041	8260140	146559733	146559769	OK	1.424204e-09
12043	8272321	146788337	146788351	OK	3.264358e-09
12049	8284519	147016781	147016783	OK	5.276444e-09
12071	8296729	147245797	147245807	OK	1.429463e-09
12073	8308937	147476557	147476573	OK	5.592246e-09
12097	8321161	147706337	147706343	OK	3.069740e-09
12101	8333380	147935987	147936001	OK	1.833370e-09
12107	8345614	148166141	148166171	OK	1.012765e-09
12109	8357861	148396921	148396949	OK	2.831594e-10
12113	8370126	148627799	148627807	OK	6.003603e-09
12119	8382405	148857857	148857859	OK	5.152940e-09
12143	8394697	149091073	149091101	OK	4.241251e-09
12149	8406984	149322211	149322227	OK	4.476219e-09
12157	8419284	149554367	149554369	OK	4.682045e-09
12161	8431595	149785577	149785613	OK	5.228873e-09
12163	8443921	150018469	150018487	OK	5.496472e-09
12197	8456264	150250427	150250469	OK	5.343626e-09
12203	8468591	150483041	150483121	OK	6.840791e-10
12211	8480932	150716453	150716477	OK	2.738995e-09
12227	8493284	150949567	150949583	OK	4.719363e-09
12239	8505638	151183283	151183303	OK	2.865798e-10
12241	8518000	151416113	151416137	OK	3.324148e-09
12251	8530379	151648577	151648579	OK	6.050492e-09
12253	8542766	151882673	151882691	OK	2.460626e-09
12263	8555171	152117981	152117983	OK	4.826765e-09
12269	8567584	152352797	152352799	OK	1.879746e-10
12277	8580011	152587931	152587933	OK	1.505236e-09
12281	8592449	152819533	152819539	OK	3.576066e-09
12289	8604902	153054623	153054631	OK	5.462826e-09
12301	8617365	153289427	153289469	OK	1.193149e-09
12323	8629836	153524779	153524821	OK	3.528032e-09
12329	8642303	153759017	153759029	OK	7.505349e-10
12343	8654784	153994283	153994289	OK	5.035721e-09
12347	8667269	154230431	154230481	OK	2.930545e-09
12373	8679769	154465889	154465891	OK	3.406707e-10
12377	8692263	154699903	154699907	OK	6.172607e-09
12379	8704771	154937117	154937129	OK	5.397038e-09
12391	8717296	155173423	155173429	OK	4.141123e-09
12401	8729828	155410513	155410523	OK	3.175046e-09
12409	8742369	155645849	155645857	OK	2.338275e-09
12413	8754921	155882689	155882711	OK	1.988500e-09
12421	8767488	156118409	156118441	OK	1.766293e-09
12433	8780066	156355499	156355543	OK	1.700753e-09
12437	8792651	156594197	156594199	OK	2.064511e-09
12451	8805251	156831557	156831559	OK	1.907574e-09
12457	8817856	157069399	157069421	OK	2.314826e-09
12473	8830474	157307597	157307617	OK	2.305753e-09
12479	8843095	157545541	157545547	OK	2.795384e-09
12487	8855729	157784971	157784981	OK	3.173134e-09
12491	8868374	158023519	158023529	OK	3.288740e-09
12497	8881034	158262497	158262499	OK	2.970117e-09
12503	8893707	158502103	158502109	OK	1.988581e-09
12511	8906394	158744771	158744779	OK	6.178624e-09
12517	8919091	158983837	158983859	OK	3.094213e-09
12527	8931801	159223081	159223087	OK	1.718600e-10
12539	8944521	159463069	159463079	OK	3.338594e-09
12541	8957248	159705193	159705229	OK	6.261503e-09
12547	8969991	159943799	159943811	OK	2.239455e-09
12553	8982748	160184267	160184279	OK	4.286742e-09
12569	8995518	160426337	160426351	OK	5.705455e-09
12577	9008290	160666531	160666547	OK	1.482255e-09
12583	9021074	160906561	160906567	OK	3.346512e-09
12589	9033871	161147891	161147893	OK	5.029975e-09
12601	9046681	161392507	161392531	OK	5.667295e-09
12611	9059498	161635037	161635039	OK	5.207005e-09
12613	9072324	161878259	161878351	OK	4.268035e-09
12619	9085167	162121451	162121459	OK	1.594376e-09
12637	9098024	162364583	162364619	OK	4.187431e-09
12641	9110881	162607559	162607561	OK	1.325555e-09
12647	9123754	162851723	162851737	OK	3.257962e-09
12653	9136640	163094989	163095011	OK	4.522865e-09
12659	9149539	163338337	163338367	OK	4.766997e-09
12671	9162451	163580491	163580537	OK	4.728834e-09
12689	9175370	163824499	163824511	OK	4.827196e-09
12697	9188290	164068669	164068679	OK	5.907314e-09
12703	9201221	164314453	164314471	OK	5.590268e-09
12713	9214165	164559053	164559113	OK	4.144909e-09
12721	9227118	164804383	164804411	OK	2.486916e-09
12739	9240083	165050419	165050441	OK	5.700625e-09
12743	9253048	165295973	165295979	OK	2.892632e-09
12757	9266029	165542749	165542761	OK	4.601293e-09
12763	9279015	165789583	165789599	OK	5.608022e-09
12781	9292014	166035383	166035403	OK	5.484577e-09
12791	9305014	166280833	166280839	OK	5.651164e-09
12799	9318023	166525607	166525643	OK	5.875293e-09
12809	9331043	166773301	166773323	OK	5.826291e-09
12821	9344072	167019493	167019499	OK	4.981989e-09
12823	9357108	167265551	167265559	OK	4.120043e-09
12829	9370161	167512789	167512799	OK	1.958174e-09
12841	9383228	167760869	167760881	OK	4.840391e-09
12853	9396301	168007171	168007181	OK	1.516412e-09
12889	9409382	168255979	168256019	OK	3.683783e-09
12893	9422445	168503297	168503299	OK	1.837887e-09
12899	9435524	168750473	168750479	OK	5.059200e-09
12907	9448615	168998659	168998663	OK	1.605133e-09
12911	9461718	169247131	169247149	OK	3.649170e-09
12917	9474836	169493083	169493119	OK	5.035997e-09
12919	9487966	169742689	169742723	OK	1.697230e-10
12923	9501115	169992323	169992337	OK	5.357723e-09
12941	9514278	170239403	170239423	OK	3.543560e-09
12953	9527442	170489713	170489723	OK	2.241601e-09
12959	9540613	170740279	170740363	OK	8.441614e-11
12967	9553798	170990683	170990689	OK	2.396093e-09
12973	9566994	171238253	171238259	OK	4.392891e-09
12979	9580202	171488731	171488767	OK	6.007383e-11
12983	9593424	171739703	171739709	OK	2.198918e-10
13001	9606662	171991103	171991109	OK	4.955974e-09
13003	9619900	172241941	172241947	OK	3.842076e-09
13007	9633155	172492759	172492763	OK	1.240941e-09
13009	9646426	172744867	172744907	OK	2.856973e-09
13033	9659714	172997863	172997893	OK	2.308990e-09
13037	9672997	173249833	173249851	OK	2.629200e-09
13043	9686295	173500637	173500667	OK	1.545397e-09
13049	9699607	173752351	173752357	OK	5.481435e-09
13063	9712931	174005959	174005983	OK	1.880475e-09
13093	9726261	174258577	174258599	OK	3.753959e-09
13099	9739579	174511891	174511901	OK	1.109014e-09
13103	9752911	174766439	174766451	OK	2.357424e-09
13109	9766258	175019671	175019687	OK	1.920736e-09
13121	9779618	175273051	175273079	OK	1.832726e-10
13127	9792986	175524373	175524421	OK	4.408835e-09
13147	9806366	175779629	175779647	OK	1.769890e-09
13151	9819746	176032463	176032469	OK	4.780088e-09
13159	9833140	176287763	176287829	OK	7.800481e-10
13163	9846546	176542291	176542307	OK	1.194746e-09
13171	9859968	176796173	176796203	OK	5.641548e-09
13177	9873400	177050633	177050647	OK	3.717433e-09
13183	9886845	177306761	177306769	OK	7.570998e-10
13187	9900304	177562067	177562081	OK	1.779345e-09
13217	9913778	177817921	177817949	OK	9.727407e-10
13219	9927241	178072117	178072133	OK	1.912217e-09
13229	9940721	178328431	178328459	OK	1.660578e-09
13241	9954211	178585607	178585609	OK	5.246560e-09
13249	9967707	178841933	178841939	OK	2.269826e-09
13259	9981215	179098027	179098061	OK	4.028229e-09
13267	9994732	179355271	179355289	OK	4.801790e-09
13291	10008260	179611331	179611337	OK	4.505163e-09
13297	10021783	179866151	179866201	OK	5.324310e-09
13309	10035319	180123817	180123829	OK	5.165964e-09
13313	10048862	180382133	180382151	OK	4.047795e-09
13327	10062420	180641107	180641137	OK	9.340134e-10
13331	10075984	180899671	180899683	OK	2.203608e-09
13337	10089563	181158767	181158781	OK	1.660394e-09
13339	10103156	181418459	181418473	OK	4.903170e-09
13367	10116765	181678603	181678619	OK	1.320474e-10
13381	10130366	181936679	181936681	OK	1.883333e-09
13397	10143972	182196367	182196379	OK	2.667871e-09
13399	10157581	182456587	182456627	OK	2.780788e-09
13411	10171207	182716147	182716151	OK	8.015807e-10
13417	10184841	182977453	182977481	OK	2.717689e-09
13421	10198488	183238039	183238063	OK	3.121121e-09
13441	10212150	183497063	183497141	OK	1.742453e-09
13451	10225811	183754799	183754801	OK	1.065339e-09
13457	10239482	184015687	184015691	OK	4.868282e-09
13463	10253165	184275457	184275493	OK	1.959894e-09
13469	10266862	184534921	184534963	OK	3.522611e-09
13477	10280572	184794089	184794101	OK	4.353239e-09
13487	10294293	185056259	185056297	OK	4.303920e-09
13499	10308023	185315959	185315989	OK	3.325321e-09
13513	10321760	185577397	185577401	OK	1.593132e-09
[1600/3244] y=13513 m=10321760 p_m=185577401 (prime_max=949999993)
13523	10335503	185839981	185839987	OK	4.314970e-09
13537	10349254	186101297	186101299	OK	6.510638e-10
13553	10363011	186364039	186364069	OK	1.567008e-09
13567	10376771	186625799	186625807	OK	1.829729e-09
13577	10390536	186886849	186886853	OK	1.842588e-09
13591	10404310	187151171	187151203	OK	6.495849e-10
13597	10418090	187410901	187410911	OK	4.452412e-09
13613	10431882	187675721	187675783	OK	2.013605e-09
13619	10445678	187937801	187937851	OK	3.881742e-09
13627	10459487	188199751	188199773	OK	4.970414e-09
13633	10473307	188465131	188465153	OK	4.529782e-09
13649	10487140	188729351	188729357	OK	2.388224e-09
13669	10500977	188993317	188993341	OK	4.869806e-09
13679	10514812	189255463	189255487	OK	2.294282e-09
13681	10528657	189519223	189519229	OK	4.396978e-09
13687	10542519	189785003	189785009	OK	4.385343e-09
13691	10556394	190048319	190048357	OK	3.275845e-09
13693	10570284	190313119	190313129	OK	1.080996e-09
13697	10584192	190579379	190579409	OK	2.257948e-09
13709	10598115	190845227	190845233	OK	1.517255e-09
13711	10612046	191111821	191111863	OK	4.555084e-09
13721	10625993	191379107	191379121	OK	3.170145e-10
13723	10639951	191647039	191647061	OK	4.779098e-09
13729	10653925	191914379	191914391	OK	1.406130e-09
13751	10667913	192181631	192181643	OK	1.233286e-09
13757	10681898	192447623	192447631	OK	1.235600e-09
13759	10695897	192713593	192713597	OK	4.922130e-09
13763	10709912	192980353	192980371	OK	1.979508e-09
13781	10723943	193249279	193249283	OK	2.292145e-09
13789	10737975	193516769	193516777	OK	1.643824e-09
13799	10752018	193783417	193783433	OK	1.435124e-10
