[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
24247	31314357	599846011	599846041	OK	1.664481e-09
24251	31339105	600343157	600343187	OK	4.147563e-10
24281	31363870	600844219	600844229	OK	7.335133e-12
24317	31388626	601345691	601345727	OK	1.261164e-09
24329	31413365	601843237	601843243	OK	1.029849e-09
24337	31438112	602344241	602344247	OK	1.755335e-10
24359	31462872	602843743	602843753	OK	3.440760e-10
24371	31487630	603343177	603343187	OK	2.302084e-10
24373	31512397	603841597	603841607	OK	1.308291e-09
24379	31537181	604339223	604339247	OK	8.091672e-11
24391	31561981	604840903	604840921	OK	1.526801e-09
24407	31586788	605345687	605345743	OK	5.619550e-10
24413	31611600	605850463	605850533	OK	6.422712e-10
24419	31636427	606353171	606353177	OK	1.505053e-09
24421	31661268	606853829	606853831	OK	1.610985e-09
24439	31686127	607356817	607356833	OK	8.341768e-10
24443	31710989	607860697	607860719	OK	1.255081e-09
24469	31735867	608361529	608361539	OK	8.789832e-10
24473	31760739	608865373	608865437	OK	3.201991e-10
24481	31785628	609371797	609371801	OK	4.170061e-10
24499	31810530	609874459	609874487	OK	1.413200e-09
24509	31835433	610377421	610377487	OK	3.579520e-10
24517	31860347	610882331	610882333	OK	3.749855e-10
24527	31885274	611388923	611388931	OK	1.183165e-09
24533	31910211	611893187	611893193	OK	1.274049e-09
24547	31935162	612395419	612395429	OK	5.912303e-10
24551	31960120	612900557	612900649	OK	1.137388e-09
24571	31985094	613402831	613402849	OK	9.734343e-10
24593	32010068	613909421	613909427	OK	4.197710e-10
24611	32035041	614416511	614416531	OK	1.057512e-09
24623	32060016	614921147	614921159	OK	1.191197e-09
24631	32084999	615426073	615426101	OK	9.101094e-10
24659	32109995	615931691	615931703	OK	1.588175e-09
24671	32134982	616438553	616438577	OK	3.255068e-10
24677	32159978	616945729	616945741	OK	1.233286e-10
24683	32184989	617456027	617456041	OK	6.619635e-10
24691	32210014	617964827	617964829	OK	1.706241e-10
24697	32235052	618470287	618470291	OK	6.268032e-10
24709	32260104	618977869	618977897	OK	4.804021e-10
24733	32285165	619485023	619485079	OK	1.261312e-09
24749	32310221	619991011	619991017	OK	2.810580e-10
24763	32335282	620497879	620497903	OK	3.610873e-10
24767	32360349	621006143	621006157	OK	3.178457e-12
24781	32385433	621514139	621514147	OK	4.663457e-10
24793	32410523	622023133	622023137	OK	4.005291e-10
24799	32435622	622532213	622532219	OK	1.365079e-09
24809	32460735	623041247	623041253	OK	1.538863e-09
24821	32485858	623548591	623548619	OK	1.115544e-09
24841	32510989	624058013	624058067	OK	1.107586e-10
24847	32536121	624565969	624565987	OK	3.985497e-10
24851	32561267	625074601	625074701	OK	5.798084e-11
24859	32586430	625586239	625586279	OK	5.064159e-10
24877	32611605	626096951	626096959	OK	2.791644e-10
24889	32636783	626605513	626605517	OK	1.127627e-09
24907	32661969	627116029	627116041	OK	1.509113e-09
24917	32687157	627623023	627623047	OK	1.504568e-09
24919	32712355	628131821	628131839	OK	1.105529e-09
24923	32737572	628643891	628643923	OK	1.530808e-09
24943	32762805	629154271	629154287	OK	1.259046e-09
24953	32788038	629665961	629665999	OK	5.882451e-10
24967	32813282	630177563	630177571	OK	7.989361e-10
24971	32838532	630689833	630689849	OK	5.623814e-10
24977	32863799	631203143	631203151	OK	1.029002e-09
24979	32889080	631713253	631713259	OK	8.926847e-10
24989	32914380	632226629	632226667	OK	1.569513e-09
25013	32939690	632742001	632742013	OK	1.570179e-09
25031	32964996	633254537	633254549	OK	1.102376e-09
25033	32990304	633770933	633770939	OK	4.950007e-11
25037	33015632	634283059	634283071	OK	1.428632e-09
25057	33040975	634797437	634797451	OK	4.792372e-10
25073	33066319	635311499	635311559	OK	6.682358e-10
25087	33091667	635824331	635824349	OK	3.124067e-10
25097	33117022	636335369	636335377	OK	1.182929e-09
25111	33142387	636850441	636850457	OK	1.443876e-09
25117	33167758	637363277	637363289	OK	1.222971e-09
25121	33193143	637878653	637878667	OK	4.306743e-10
25127	33218545	638392847	638392849	OK	4.620008e-10
25147	33243962	638910113	638910121	OK	1.344958e-09
25153	33269378	639426691	639426701	OK	1.634787e-10
25163	33294810	639941767	639941779	OK	1.430422e-09
25169	33320251	640455461	640455469	OK	5.634530e-10
25171	33345707	640970983	640970987	OK	6.451578e-10
25183	33371182	641486623	641486647	OK	1.531279e-09
25189	33396664	642005699	642005711	OK	3.200930e-10
25219	33422162	642523117	642523127	OK	1.371176e-09
25229	33447649	643039693	643039703	OK	6.041231e-10
25237	33473147	643558661	643558711	OK	7.148683e-10
25243	33498657	644078021	644078059	OK	1.209154e-10
25247	33524182	644599099	644599103	OK	2.394606e-10
25253	33549724	645116819	645116821	OK	1.092296e-09
25261	33575280	645632641	645632653	OK	1.279337e-09
25301	33600848	646149293	646149307	OK	9.589473e-10
25303	33626396	646667111	646667137	OK	5.319142e-10
25307	33651963	647187389	647187407	OK	8.966793e-10
25309	33677546	647705393	647705411	OK	5.857600e-10
25321	33703148	648224371	648224377	OK	1.102728e-09
25339	33728758	648744251	648744263	OK	1.054270e-09
25343	33754370	649264241	649264243	OK	4.593949e-10
25349	33779999	649784791	649784801	OK	6.985942e-10
25357	33805642	650302181	650302267	OK	2.754407e-10
25367	33831298	650821943	650821981	OK	8.342204e-10
25373	33856964	651343001	651343013	OK	7.614057e-10
25391	33882645	651866671	651866701	OK	1.478139e-09
25409	33908327	652389607	652389623	OK	6.882905e-11
[2800/3244] y=25409 m=33908327 p_m=652389623 (prime_max=949999993)
25411	33934013	652908679	652908703	OK	1.200830e-09
25423	33959716	653431613	653431627	OK	4.556722e-11
25439	33985429	653951957	653951983	OK	1.380579e-09
25447	34011145	654473909	654473921	OK	8.123374e-10
25453	34036874	654997727	654997757	OK	1.012030e-09
25457	34062617	655520791	655520807	OK	4.181563e-10
25463	34088377	656043473	656043491	OK	4.962489e-10
25469	34114152	656567651	656567663	OK	1.467442e-09
25471	34139940	657089791	657089803	OK	2.055877e-10
25523	34165748	657611893	657611939	OK	1.235982e-09
25537	34191523	658135871	658135883	OK	8.849691e-10
25541	34217305	658660781	658660811	OK	1.426213e-09
25561	34243103	659184311	659184329	OK	1.216269e-09
25577	34268901	659705989	659706001	OK	6.771589e-10
25579	34294704	660230287	660230293	OK	1.158598e-09
25583	34320525	660753767	660753833	OK	9.144904e-10
25589	34346362	661277737	661277777	OK	2.213130e-11
25601	34372214	661802083	661802087	OK	1.784406e-11
25603	34398075	662327173	662327179	OK	9.442359e-10
25609	34423954	662851853	662851883	OK	1.140794e-09
25621	34449847	663378697	663378701	OK	5.743198e-10
25633	34475749	663904127	663904147	OK	9.398461e-10
25639	34501659	664429963	664430009	OK	7.464417e-10
25643	34527584	664961111	664961117	OK	1.233484e-09
25657	34553525	665487437	665487461	OK	9.178575e-10
25667	34579472	666012239	666012271	OK	4.564982e-11
25673	34605431	666541301	666541313	OK	1.493137e-09
25679	34631403	667068421	667068431	OK	7.348256e-10
25693	34657390	667595189	667595209	OK	7.780231e-10
25703	34683383	668126233	668126237	OK	1.521482e-10
25717	34709387	668653889	668653891	OK	3.444921e-10
25733	34735398	669184697	669184699	OK	1.393302e-09
25741	34761412	669713467	669713483	OK	3.574049e-10
25747	34787439	670240099	670240121	OK	1.178867e-10
25759	34813481	670769777	670769807	OK	7.267006e-10
25763	34839531	671299169	671299193	OK	7.595592e-10
25771	34865598	671830979	671830981	OK	1.425552e-09
25793	34891677	672363137	672363169	OK	1.306781e-09
25799	34917754	672889957	672889967	OK	7.461148e-10
25801	34943846	673418917	673418939	OK	1.100923e-09
25819	34969956	673950983	673951007	OK	6.421820e-10
25841	34996069	674484149	674484191	OK	1.030720e-09
25847	35022180	675013949	675013973	OK	9.521731e-10
25849	35048305	675546853	675546857	OK	8.417900e-11
25867	35074450	676079843	676079857	OK	1.330620e-09
25873	35100596	676611541	676611547	OK	5.253834e-10
25889	35126757	677144989	677144999	OK	4.124013e-10
25903	35152923	677678797	677678801	OK	1.111381e-09
25913	35179095	678208423	678208441	OK	1.222659e-09
25919	35205277	678742049	678742069	OK	7.593891e-10
25931	35231474	679273589	679273603	OK	1.050605e-09
25933	35257679	679804661	679804733	OK	7.613826e-10
25939	35283903	680339173	680339197	OK	1.172293e-09
25943	35310141	680876351	680876353	OK	7.545041e-10
25951	35336396	681410897	681410921	OK	9.397191e-10
25969	35362663	681944369	681944377	OK	4.077295e-10
25981	35388933	682480949	682480951	OK	7.144904e-10
25997	35415211	683017523	683017561	OK	3.168840e-10
25999	35441494	683551129	683551171	OK	7.232491e-10
26003	35467795	684084677	684084689	OK	3.763666e-10
26017	35494113	684619757	684619781	OK	7.667521e-10
26021	35520437	685152439	685152529	OK	6.184676e-10
26029	35546778	685688893	685688951	OK	1.190209e-09
26041	35573131	686223773	686223787	OK	1.106618e-09
26053	35599492	686758949	686758951	OK	4.269479e-10
26083	35625862	687294133	687294151	OK	6.285249e-10
26099	35652222	687831817	687831821	OK	5.200095e-10
26107	35678587	688366619	688366621	OK	1.260610e-09
26111	35704964	688905611	688905617	OK	1.328120e-09
26113	35731357	689440177	689440187	OK	6.611814e-10
26119	35757769	689977511	689977549	OK	6.923068e-10
26141	35784195	690513223	690513247	OK	5.167877e-11
26153	35810620	691049389	691049393	OK	4.576198e-10
26161	35837053	691586569	691586633	OK	3.006880e-10
26171	35863499	692126717	692126761	OK	8.372095e-10
26177	35889955	692666209	692666243	OK	6.626563e-10
26183	35916426	693208277	693208301	OK	1.064156e-09
26189	35942911	693747191	693747211	OK	5.488615e-10
26203	35969411	694287857	694287859	OK	7.701587e-10
26209	35995917	694823593	694823599	OK	4.242781e-10
26227	36022438	695362273	695362307	OK	8.922424e-10
26237	36048961	695899741	695899751	OK	9.133988e-10
26249	36075494	696440831	696440861	OK	3.281279e-10
26251	36102036	696981191	696981193	OK	4.545325e-10
26261	36128597	697525817	697525819	OK	1.153885e-09
26263	36155168	698066543	698066561	OK	1.045293e-09
26267	36181757	698609677	698609693	OK	1.955514e-11
26293	36208364	699150443	699150457	OK	1.051483e-09
26297	36234964	699693499	699693521	OK	2.204300e-10
26309	36261582	700236149	700236161	OK	1.426974e-09
26317	36288207	700779139	700779161	OK	5.417312e-10
26321	36314845	701318669	701318677	OK	3.251347e-10
26339	36341500	701860573	701860583	OK	8.243816e-10
26347	36368157	702403129	702403133	OK	7.755260e-10
26357	36394826	702947279	702947309	OK	2.618228e-11
26371	36421507	703491683	703491703	OK	1.355838e-09
26387	36448193	704035159	704035169	OK	6.027002e-10
26393	36474884	704575451	704575493	OK	7.154136e-10
26399	36501589	705122767	705122771	OK	6.936596e-11
26407	36528309	705665951	705665981	OK	8.811729e-12
26417	36555042	706213951	706213961	OK	6.195219e-10
26423	36581785	706756639	706756663	OK	4.964728e-10
26431	36608543	707302433	707302441	OK	1.021550e-09
26437	36635313	707847529	707847533	OK	8.052147e-10
26449	36662098	708392303	708392353	OK	1.226590e-09
26459	36688891	708939263	708939293	OK	1.004321e-09
26479	36715694	709484431	709484437	OK	6.509071e-11
26489	36742498	710031253	710031269	OK	1.197231e-11
26497	36769313	710579747	710579759	OK	5.490827e-10
26501	36796140	711126067	711126071	OK	2.755464e-10
26513	36822984	711672323	711672329	OK	6.235253e-10
26539	36849836	712218491	712218517	OK	2.702581e-10
26557	36876683	712765901	712765913	OK	9.954341e-10
26561	36903532	713313401	713313413	OK	1.121630e-09
26573	36930397	713862553	713862557	OK	4.276589e-10
26591	36957271	714409733	714409741	OK	4.108448e-10
26597	36984148	714960133	714960157	OK	1.134517e-09
26627	37011039	715509511	715509521	OK	9.870186e-10
26633	37037920	716060089	716060113	OK	3.978352e-10
26641	37064816	716607929	716607959	OK	3.956543e-10
26647	37091725	717156467	717156481	OK	1.066209e-09
26669	37118648	717706939	717706943	OK	1.010857e-09
26681	37145569	718253737	718253741	OK	4.915074e-10
26683	37172499	718803221	718803223	OK	6.893012e-10
26687	37199447	719351653	719351663	OK	6.091228e-11
26693	37226412	719902697	719902717	OK	1.144175e-10
26699	37253392	720453443	720453499	OK	6.749855e-10
26701	37280386	721001833	721001837	OK	6.288695e-10
26711	37307399	721553891	721553897	OK	1.098026e-09
26713	37334422	722104433	722104441	OK	8.711579e-10
26717	37361464	722653237	722653271	OK	1.202520e-09
26723	37388522	723205061	723205069	OK	7.696684e-10
26729	37415595	723757751	723757753	OK	9.576909e-10
26731	37442682	724309207	724309213	OK	3.375310e-10
26737	37469788	724860001	724860023	OK	2.298833e-10
26759	37496909	725417089	725417111	OK	6.364896e-10
26777	37524028	725970901	725970923	OK	4.720887e-10
26783	37551150	726524009	726524011	OK	1.072825e-09
26801	37578286	727079777	727079789	OK	7.639028e-10
26813	37605425	727629611	727629619	OK	1.335888e-09
26821	37632572	728183927	728183957	OK	1.267121e-09
26833	37659731	728738531	728738539	OK	4.019852e-10
26839	37686899	729296837	729296839	OK	7.300394e-11
26849	37714082	729853309	729853337	OK	1.814803e-10
26861	37741276	730410929	730410953	OK	8.406010e-10
26863	37768478	730965071	730965077	OK	6.928739e-10
26879	37795699	731518903	731518969	OK	1.177825e-09
26881	37822924	732077303	732077317	OK	9.503155e-10
26891	37850168	732632911	732632941	OK	1.208401e-09
26893	37877422	733188329	733188343	OK	6.400348e-10
26903	37904695	733746823	733746953	OK	5.854207e-10
26921	37931979	734303981	734303993	OK	1.046619e-09
26927	37959265	734861791	734861807	OK	8.752671e-10
26947	37986566	735419569	735419579	OK	1.231316e-09
26951	38013867	735976693	735976753	OK	9.899807e-10
26953	38041185	736534973	736534991	OK	1.262766e-09
26959	38068521	737093249	737093251	OK	5.922322e-10
26981	38095872	737652403	737652407	OK	4.516060e-10
26987	38123222	738209369	738209389	OK	1.082260e-09
26993	38150586	738768029	738768059	OK	8.921363e-10
27011	38177965	739328071	739328101	OK	1.234935e-09
27017	38205346	739884553	739884559	OK	1.006633e-09
27031	38232741	740443427	740443447	OK	1.987854e-12
27043	38260144	741002231	741002233	OK	1.049257e-09
27059	38287554	741557987	741558001	OK	1.228880e-10
27061	38314969	742118353	742118369	OK	1.591582e-11
27067	38342403	742678243	742678267	OK	3.831288e-10
27073	38369852	743241229	743241253	OK	1.174842e-09
27077	38397315	743804041	743804059	OK	1.020945e-09
27091	38424795	744364969	744364979	OK	1.249997e-09
27103	38452281	744927593	744927629	OK	7.729449e-10
27107	38479776	745489057	745489079	OK	8.508684e-10
27109	38507288	746053439	746053453	OK	1.328556e-09
27127	38534818	746617477	746617507	OK	8.032291e-10
27143	38562351	747182231	747182263	OK	8.626101e-10
27179	38589888	747743851	747743863	OK	2.129706e-10
27191	38617410	748304383	748304411	OK	6.713382e-10
27197	38644940	748871839	748871869	OK	3.457804e-10
27211	38672485	749434943	749434949	OK	4.034916e-10
27239	38700037	749996713	749996729	OK	1.124354e-09
27241	38727580	750559769	750559781	OK	3.614364e-11
27253	38755143	751124477	751124483	OK	7.303652e-10
27259	38782714	751689823	751689863	OK	6.480857e-10
27271	38810300	752252077	752252089	OK	1.135879e-09
27277	38837894	752814241	752814253	OK	9.830244e-10
27281	38865503	753380627	753380651	OK	1.289927e-09
27283	38893128	753948509	753948523	OK	6.425284e-10
27299	38920772	754514197	754514237	OK	3.036652e-10
27329	38948421	755078827	755078833	OK	6.797102e-10
27337	38976060	755638369	755638447	OK	7.385658e-10
27361	39003711	756201401	756201437	OK	2.181842e-10
27367	39031359	756767419	756767437	OK	5.204553e-10
27397	39059022	757334531	757334549	OK	1.304268e-09
27407	39086674	757900553	757900571	OK	2.764763e-10
27409	39114338	758468933	758468983	OK	1.057018e-09
27427	39142020	759036269	759036277	OK	8.879298e-10
27431	39169704	759600661	759600679	OK	1.277339e-10
27437	39197406	760166971	760167011	OK	1.235405e-09
27449	39225121	760734449	760734461	OK	2.250907e-10
27457	39252846	761302609	761302613	OK	1.119839e-09
[3000/3244] y=27457 m=39252846 p_m=761302613 (prime_max=949999993)
27479	39280583	761867243	761867303	OK	1.307724e-09
27481	39308318	762431771	762431773	OK	9.998976e-10
27487	39336072	762998563	762998591	OK	1.267595e-09
27509	39363840	763569493	763569509	OK	7.070683e-10
27527	39391607	764140177	764140187	OK	7.544269e-10
27529	39419376	764710979	764710987	OK	5.587986e-11
27539	39447165	765280147	765280181	OK	1.066487e-09
27541	39474964	765850979	765850999	OK	1.243833e-09
27551	39502781	766421717	766421749	OK	5.646391e-10
27581	39530609	766991149	766991153	OK	3.788961e-10
27583	39558428	767558237	767558273	OK	1.101781e-09
27611	39586265	768127037	768127043	OK	1.049647e-09
27617	39614094	768696209	768696223	OK	4.994690e-10
27631	39641938	769264303	769264393	OK	5.760487e-10
27647	39669788	769832051	769832087	OK	3.067691e-11
27653	39697643	770402537	770402551	OK	2.149002e-10
27673	39725513	770971567	770971589	OK	9.493065e-10
27689	39753383	771541777	771541853	OK	1.115854e-09
27691	39781257	772111271	772111289	OK	6.661282e-10
27697	39809150	772679267	772679269	OK	7.989823e-10
27701	39837057	773252917	773252927	OK	2.202026e-10
27733	39864981	773826637	773826653	OK	3.508627e-11
27737	39892894	774397343	774397357	OK	6.291826e-10
27739	39920823	774969389	774969409	OK	4.681909e-10
27743	39948771	775539361	775539367	OK	9.437940e-10
27749	39976735	776114971	776114981	OK	5.126261e-10
27751	40004714	776689801	776689813	OK	5.068369e-10
27763	40032712	777262517	777262537	OK	9.558191e-10
27767	40060718	777833783	777833801	OK	8.193878e-10
27773	40088741	778407823	778407841	OK	1.167099e-09
27779	40116778	778983697	778983701	OK	6.542594e-10
27791	40144830	779558867	779558929	OK	6.155864e-10
27793	40172891	780132803	780132809	OK	1.144078e-09
27799	40200970	780707087	780707111	OK	8.512037e-10
27803	40229064	781281703	781281713	OK	1.050482e-09
27809	40257174	781857449	781857457	OK	4.956303e-10
27817	40285299	782431519	782431589	OK	3.888286e-10
27823	40313437	783007609	783007619	OK	7.883815e-10
27827	40341589	783582643	783582647	OK	4.324817e-10
27847	40369758	784158013	784158047	OK	5.423174e-10
27851	40397928	784736891	784736893	OK	1.261050e-09
27883	40426114	785310961	785310997	OK	1.183458e-09
27893	40454288	785887313	785887369	OK	6.702622e-10
27901	40482473	786463037	786463039	OK	7.765261e-10
27917	40510670	787042153	787042159	OK	1.226154e-10
27919	40538873	787621321	787621333	OK	1.266123e-09
27941	40567093	788200571	788200573	OK	2.124377e-10
27943	40595313	788777257	788777273	OK	1.045462e-09
27947	40623551	789353239	789353263	OK	1.157816e-09
27953	40651805	789930781	789930787	OK	5.008741e-10
27961	40680074	790508443	790508447	OK	3.639592e-10
27967	40708356	791087159	791087161	OK	7.905304e-10
27983	40736652	791668279	791668301	OK	3.602155e-10
27997	40764953	792249037	792249043	OK	4.740889e-10
28001	40793261	792828221	792828229	OK	1.117230e-09
28019	40821585	793410377	793410419	OK	9.201929e-10
28027	40849911	793988933	793988959	OK	2.168365e-11
28031	40878251	794570401	794570411	OK	9.111122e-10
28051	40906607	795153013	795153041	OK	8.252595e-10
28057	40934963	795734803	795734831	OK	1.244250e-10
28069	40963335	796317337	796317359	OK	1.102682e-09
28081	40991714	796896523	796896547	OK	7.963952e-11
28087	41020103	797474917	797474939	OK	9.583819e-10
28097	41048506	798055831	798055883	OK	1.100867e-09
28099	41076919	798634453	798634471	OK	6.017183e-10
28109	41105351	799220111	799220117	OK	4.963813e-10
28111	41133794	799807933	799807937	OK	6.351720e-10
28123	41162256	800391029	800391037	OK	1.055261e-09
28151	41190726	800974337	800974367	OK	7.293007e-10
28163	41219189	801554561	801554581	OK	1.208209e-09
28181	41247660	802140973	802140991	OK	9.665803e-10
28183	41276133	802725437	802725463	OK	1.290978e-11
28201	41304626	803312051	803312063	OK	5.548176e-10
28211	41333121	803897903	803897953	OK	4.198567e-10
28219	41361627	804480487	804480491	OK	7.283451e-10
28229	41390145	805061263	805061267	OK	3.796742e-10
28277	41418674	805645513	805645523	OK	5.956099e-10
28279	41447175	806228461	806228471	OK	5.389241e-10
28283	41475695	806813459	806813479	OK	9.979396e-10
28289	41504231	807397187	807397193	OK	6.691613e-10
28297	41532782	807984421	807984451	OK	7.298474e-10
28307	41561346	808572007	808572047	OK	1.229141e-09
28309	41589920	809156039	809156041	OK	9.843469e-10
28319	41618513	809741531	809741561	OK	1.200281e-09
28349	41647116	810327337	810327341	OK	6.345601e-10
28351	41675710	810913373	810913417	OK	8.226305e-10
28387	41704322	811500523	811500527	OK	2.114781e-10
28393	41732919	812091733	812091757	OK	2.556099e-10
28403	41761531	812679767	812679779	OK	6.924324e-10
28409	41790153	813265043	813265081	OK	3.485635e-10
28411	41818790	813854161	813854177	OK	4.458386e-10
28429	41847446	814442789	814442869	OK	8.886262e-10
28433	41876104	815029559	815029571	OK	7.408817e-10
28439	41904779	815617207	815617217	OK	9.739139e-10
28447	41933468	816203789	816203797	OK	5.508715e-10
28463	41962170	816792763	816792787	OK	6.000934e-10
28477	41990876	817379053	817379093	OK	5.818734e-11
28493	42019589	817970053	817970059	OK	4.095357e-11
28499	42048307	818561297	818561299	OK	4.891622e-10
28513	42077039	819150133	819150161	OK	1.490378e-10
28517	42105778	819739951	819739957	OK	2.833517e-10
28537	42134534	820331287	820331293	OK	8.266828e-10
28541	42163290	820920427	820920431	OK	7.353301e-10
28547	42192063	821511841	821511853	OK	1.121291e-09
28549	42220850	822105239	822105259	OK	6.388886e-10
28559	42249656	822693491	822693503	OK	5.107724e-10
28571	42278473	823287877	823287919	OK	8.442919e-10
28573	42307298	823876699	823876723	OK	4.685657e-10
28579	42336142	824472023	824472029	OK	4.524151e-10
28591	42365001	825066587	825066601	OK	7.141342e-10
28597	42393868	825657737	825657739	OK	2.362214e-10
28603	42422750	826251469	826251509	OK	1.684094e-10
28607	42451647	826844341	826844353	OK	5.036097e-10
28619	42480561	827437067	827437087	OK	1.174143e-09
28621	42509483	828033299	828033307	OK	1.068035e-09
28627	42538423	828624347	828624359	OK	8.157308e-11
28631	42567379	829219849	829219861	OK	6.797310e-10
28643	42596351	829816399	829816453	OK	4.312405e-10
28649	42625332	830410667	830410681	OK	5.490680e-10
28657	42654328	831007279	831007291	OK	1.079825e-09
28661	42683336	831602539	831602557	OK	7.408342e-10
28663	42712361	832199383	832199443	OK	6.528557e-10
28669	42741405	832795841	832795853	OK	8.200113e-10
28687	42770463	833393303	833393321	OK	1.364474e-10
28697	42799524	833987923	833987953	OK	4.042333e-11
28703	42828596	834583801	834583811	OK	3.126633e-10
28711	42857683	835182779	835182797	OK	9.652316e-10
28723	42886782	835779397	835779407	OK	7.590840e-10
28729	42915890	836379707	836379757	OK	9.250459e-10
28751	42945012	836976949	836976979	OK	1.949411e-10
28753	42974134	837575909	837575927	OK	1.173011e-09
28759	43003273	838171531	838171561	OK	6.709178e-11
28771	43032428	838770487	838770529	OK	6.062107e-10
28789	43061591	839372119	839372123	OK	2.353674e-10
28793	43090757	839969723	839969737	OK	3.845911e-10
28807	43119940	840568291	840568297	OK	8.612041e-10
28813	43149129	841168633	841168651	OK	5.796866e-10
28817	43178333	841771097	841771109	OK	4.917974e-10
28837	43207554	842369501	842369551	OK	7.565660e-10
28843	43236775	842967589	842967599	OK	3.706778e-10
28859	43266011	843566393	843566429	OK	4.050770e-10
28867	43295252	844169387	844169407	OK	9.243825e-10
28871	43324505	844773263	844773287	OK	4.853377e-10
28879	43353775	845374301	845374319	OK	2.927220e-10
28901	43383058	845976073	845976107	OK	3.776913e-10
28909	43412340	846577561	846577573	OK	1.033117e-09
28921	43441634	847183201	847183231	OK	7.569622e-10
28927	43470937	847787041	847787051	OK	8.042768e-10
28933	43500255	848390971	848391007	OK	1.078469e-09
28949	43529587	848988941	848988967	OK	5.739552e-10
28961	43558924	849593603	849593611	OK	5.815678e-10
28979	43588270	850194431	850194451	OK	1.000713e-09
29009	43617618	850799501	850799503	OK	6.751982e-10
29017	43646957	851403473	851403491	OK	9.805828e-10
29021	43676308	852008653	852008683	OK	4.558142e-10
29023	43705676	852611849	852611867	OK	1.621455e-10
29027	43735063	853217639	853217693	OK	7.893697e-11
29033	43764467	853819313	853819327	OK	3.151045e-10
29059	43793886	854425519	854425531	OK	8.822086e-10
29063	43823299	855029099	855029111	OK	8.426541e-10
29077	43852729	855634027	855634033	OK	1.101823e-09
29101	43882165	856239049	856239073	OK	6.473512e-10
29123	43911598	856845173	856845181	OK	7.062445e-10
29129	43941029	857452741	857452759	OK	6.632261e-11
29131	43970476	858056833	858056923	OK	8.914977e-10
29137	43999941	858663413	858663461	OK	8.436257e-10
29147	44029421	859271627	859271639	OK	1.110972e-09
29153	44058911	859881761	859881767	OK	4.303012e-10
29167	44088417	860488921	860488961	OK	1.132050e-09
29173	44117929	861097597	861097603	OK	1.014380e-09
29179	44147456	861704791	861704797	OK	1.154171e-09
29191	44176997	862313341	862313359	OK	4.216473e-10
29201	44206547	862921643	862921687	OK	7.463596e-11
29207	44236108	863530403	863530433	OK	4.190615e-11
29209	44265684	864138439	864138461	OK	2.906849e-10
29221	44295279	864743479	864743483	OK	8.388260e-10
29231	44324882	865352699	865352753	OK	6.200375e-10
29243	44354496	865963871	865963883	OK	7.759887e-10
29251	44384119	866576303	866576327	OK	1.153789e-09
29269	44413754	867183263	867183269	OK	6.697661e-10
29287	44443392	867791269	867791279	OK	7.532305e-10
29297	44473032	868402967	868402979	OK	1.419981e-10
29303	44502684	869011483	869011501	OK	9.909967e-10
29311	44532350	869624533	869624551	OK	9.480169e-10
29327	44562028	870232127	870232171	OK	1.051076e-10
29333	44591712	870842957	870842963	OK	8.650179e-10
29339	44621410	871458283	871458311	OK	6.931181e-10
29347	44651123	872068739	872068751	OK	7.063875e-10
29363	44680849	872683297	872683303	OK	1.028263e-09
29383	44710579	873291073	873291077	OK	6.354292e-10
29387	44740310	873903871	873903907	OK	7.800712e-10
29389	44770058	874516481	874516519	OK	1.114761e-09
29399	44799824	875127497	875127499	OK	5.575257e-10
29401	44829601	875744377	875744381	OK	2.759314e-10
29411	44859397	876360679	876360701	OK	9.003254e-11
29423	44889204	876974309	876974311	OK	1.470083e-10
29429	44919020	877590787	877590803	OK	4.537358e-10
29437	44948851	878204689	878204693	OK	9.736066e-10
29443	44978694	878817689	878817691	OK	6.371855e-10
29453	45008552	879431731	879431741	OK	6.006139e-10
[3200/3244] y=29453 m=45008552 p_m=879431741 (prime_max=949999993)
29473	45038421	880047071	880047089	OK	8.623712e-10
29483	45068290	880664579	880664581	OK	3.844632e-10
29501	45098170	881281369	881281393	OK	9.286361e-11
29527	45128053	881896643	881896669	OK	2.590147e-10
29531	45157931	882511397	882511453	OK	9.452569e-10
29537	45187825	883124797	883124831	OK	7.984894e-10
29567	45217734	883743703	883743781	OK	8.629663e-10
29569	45247633	884360083	884360093	OK	3.582233e-10
29573	45277551	884976949	884976971	OK	7.744350e-11
29581	45307487	885596671	885596683	OK	1.025096e-09
29587	45337435	886214089	886214101	OK	1.052049e-09
29599	45367397	886830869	886830899	OK	2.329049e-10
29611	45397369	887447263	887447291	OK	8.527709e-10
29629	45427349	888062671	888062699	OK	7.295912e-10
29633	45457332	888681679	888681691	OK	1.056840e-09
29641	45487331	889299601	889299611	OK	4.597395e-10
29663	45517343	889921237	889921283	OK	5.371226e-11
29669	45547354	890536651	890536667	OK	1.368058e-10
29671	45577380	891157903	891157921	OK	4.478494e-10
29683	45607425	891781031	891781039	OK	8.372575e-10
29717	45637478	892401533	892401539	OK	3.300237e-10
29723	45667518	893016391	893016413	OK	5.075705e-10
29741	45697573	893633453	893633491	OK	1.067100e-09
29753	45727630	894252971	894252979	OK	9.079010e-10
29759	45757696	894873979	894873983	OK	1.069659e-09
29761	45787776	895496773	895496827	OK	3.097310e-10
29789	45817876	896117399	896117419	OK	8.346365e-10
29803	45847968	896738483	896738489	OK	7.320656e-10
